"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"122";"«Учебный центр», Клязьминская улица (122)";"37.52235692";"55.88559693";"Клязьминская улица";"Северный административный округ";"Дмитровский район";"А191; А194; А200; А352; А571; А665";"Учебный центр";"";"да";"ГУП «Мосгортранс»";"активна";"889076547";"{type=Point, coordinates=[37.52235692, 55.88559693]}";
"123";"«Клязьминская ул.», Ангарская улица (123)";"37.5257866";"55.88619486";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А191; А194; А672";"Клязьминская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076548";"{type=Point, coordinates=[37.5257866, 55.88619486]}";
"124";"«Храм Матроны Московской», Ангарская улица (124)";"37.52949825";"55.88299191";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А191; А194; А672; А928";"Храм Матроны Московской";"";"да";"ГУП «Мосгортранс»";"активна";"889076549";"{type=Point, coordinates=[37.52949825, 55.88299191]}";
"125";"«Ангарская ул., 49», Ангарская улица (125)";"37.5289602";"55.88104652";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А191; А194; А672; А928";"Ангарская ул., 49";"";"да";"ГУП «Мосгортранс»";"активна";"889076550";"{type=Point, coordinates=[37.5289602, 55.88104652]}";
"126";"«Ангарская ул.», Коровинское шоссе (126)";"37.52317839";"55.87781596";"Коровинское шоссе";"Северный административный округ";"район Западное Дегунино";"А114; А191; А194; А591; А656; А672; А799; АТ56";"Ангарская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076551";"{type=Point, coordinates=[37.52317839, 55.87781596]}";
"127";"«Протезный з-д», Коровинское шоссе (127)";"37.52851198";"55.87373993";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А191; А194; А215; А215К; А591; А656; А672; А92; АТ56";"Протезный з-д";"";"да";"ГУП «Мосгортранс»";"активна";"889076552";"{type=Point, coordinates=[37.52851198, 55.87373993]}";
"128";"«Талдомская ул.», Коровинское шоссе (128)";"37.5259288";"55.87563883";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А114; А191; А194; А591; А656; А672; А799; АТ56";"Талдомская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076553";"{type=Point, coordinates=[37.5259288, 55.87563883]}";
"129";"«Ангарская ул.», Ангарская улица (129)";"37.52488287";"55.87892817";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А191; А194; А672; А928";"Ангарская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076554";"{type=Point, coordinates=[37.52488287, 55.87892817]}";
"130";"«Ангарская ул., 49», Ангарская улица (130)";"37.52936392";"55.88135692";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А191; А194; А672; А928";"Ангарская ул., 49";"";"да";"ГУП «Мосгортранс»";"активна";"889076555";"{type=Point, coordinates=[37.52936392, 55.88135692]}";
"131";"«Храм Матроны Московской», Ангарская улица (131)";"37.53007852";"55.88382937";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А191; А194; А672; А928";"Храм Матроны Московской";"";"да";"ГУП «Мосгортранс»";"активна";"889076556";"{type=Point, coordinates=[37.53007852, 55.88382937]}";
"132";"«Клязьминская ул.», Ангарская улица (132)";"37.52535911";"55.88657586";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А191; А194; А672";"Клязьминская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076557";"{type=Point, coordinates=[37.52535911, 55.88657586]}";
